ref_year,region_code,gender,age_group,characteristic,value,uom
2022,MB,Total,15 to 24 years,Not in labour force,51.5,Persons in thousands
2022,MB,Total,15 to 24 years,Part-time employment,49.2,Persons in thousands
2022,MB,Total,15 to 24 years,Participation rate,70.2,Percent
2022,MB,Total,15 to 24 years,Population,173.0,Persons in thousands
2022,MB,Total,15 to 24 years,Proportion employed full-time,55.8,Percent
2022,MB,Total,15 to 24 years,Proportion employed part-time,44.2,Percent
2022,MB,Total,15 to 24 years,Unemployment,10.1,Persons in thousands
2022,MB,Total,15 to 24 years,Unemployment rate,8.3,Percent
2022,MB,Total,15 to 64 years,Employment,657.5,Persons in thousands
2022,MB,Total,15 to 64 years,Employment rate,76.8,Percent
2022,MB,Total,15 to 64 years,Full-time employment,541.2,Persons in thousands
2022,MB,Total,15 to 64 years,Labour force,688.8,Persons in thousands
2022,MB,Total,15 to 64 years,Not in labour force,167.5,Persons in thousands
2022,MB,Total,15 to 64 years,Part-time employment,116.3,Persons in thousands
2022,MB,Total,15 to 64 years,Participation rate,80.4,Percent
2022,MB,Total,15 to 64 years,Population,856.4,Persons in thousands
2022,MB,Total,15 to 64 years,Proportion employed full-time,82.3,Percent
2022,MB,Total,15 to 64 years,Proportion employed part-time,17.7,Percent
2022,MB,Total,15 to 64 years,Unemployment,31.4,Persons in thousands
2022,MB,Total,15 to 64 years,Unemployment rate,4.6,Percent
2022,MB,Total,15 years and over,Employment,687.9,Persons in thousands
2022,MB,Total,15 years and over,Employment rate,63.7,Percent
2022,MB,Total,15 years and over,Full-time employment,558.9,Persons in thousands
2022,MB,Total,15 years and over,Labour force,720.5,Persons in thousands
2022,MB,Total,15 years and over,Not in labour force,359.0,Persons in thousands
2022,MB,Total,15 years and over,Part-time employment,129.0,Persons in thousands
2022,MB,Total,15 years and over,Participation rate,66.7,Percent
2022,MB,Total,15 years and over,Population,1079.5,Persons in thousands
2022,MB,Total,15 years and over,Proportion employed full-time,81.2,Percent
2022,MB,Total,15 years and over,Proportion employed part-time,18.8,Percent
2022,MB,Total,15 years and over,Unemployment,32.6,Persons in thousands
2022,MB,Total,15 years and over,Unemployment rate,4.5,Percent
2022,MB,Total,25 to 54 years,Employment,443.3,Persons in thousands
2022,MB,Total,25 to 54 years,Employment rate,85.5,Percent
2022,MB,Total,25 to 54 years,Full-time employment,394.4,Persons in thousands
2022,MB,Total,25 to 54 years,Labour force,459.8,Persons in thousands
2022,MB,Total,25 to 54 years,Not in labour force,58.7,Persons in thousands
2022,MB,Total,25 to 54 years,Part-time employment,48.9,Persons in thousands
2022,MB,Total,25 to 54 years,Participation rate,88.7,Percent
2022,MB,Total,25 to 54 years,Population,518.6,Persons in thousands
2022,MB,Total,25 to 54 years,Proportion employed full-time,89.0,Percent
2022,MB,Total,25 to 54 years,Proportion employed part-time,11.0,Percent
2022,MB,Total,25 to 54 years,Unemployment,16.6,Persons in thousands
2022,MB,Total,25 to 54 years,Unemployment rate,3.6,Percent
2022,NB,Total,15 to 24 years,Employment,49.6,Persons in thousands
2022,NB,Total,15 to 24 years,Employment rate,59.5,Percent
2022,NB,Total,15 to 24 years,Full-time employment,30.8,Persons in thousands
2022,NB,Total,15 to 24 years,Labour force,56.3,Persons in thousands
2022,NB,Total,15 to 24 years,Not in labour force,26.9,Persons in thousands
2022,NB,Total,15 to 24 years,Part-time employment,18.8,Persons in thousands
2022,NB,Total,15 to 24 years,Participation rate,67.6,Percent
2022,NB,Total,15 to 24 years,Population,83.3,Persons in thousands
2022,NB,Total,15 to 24 years,Proportion employed full-time,62.1,Percent
2022,NB,Total,15 to 24 years,Proportion employed part-time,37.9,Percent
2022,NB,Total,15 to 24 years,Unemployment,6.7,Persons in thousands
2022,NB,Total,15 to 24 years,Unemployment rate,11.9,Percent
2022,NB,Total,15 to 64 years,Employment,356.5,Persons in thousands
2022,NB,Total,15 to 64 years,Employment rate,72.5,Percent
2022,NB,Total,15 to 64 years,Full-time employment,310.5,Persons in thousands
2022,NB,Total,15 to 64 years,Labour force,383.7,Persons in thousands
2022,NB,Total,15 to 64 years,Not in labour force,108.2,Persons in thousands
2022,NB,Total,15 to 64 years,Part-time employment,46.0,Persons in thousands
2022,NB,Total,15 to 64 years,Participation rate,78.0,Percent
2022,NB,Total,15 to 64 years,Population,491.8,Persons in thousands
2022,NB,Total,15 to 64 years,Proportion employed full-time,87.1,Percent
2022,NB,Total,15 to 64 years,Proportion employed part-time,12.9,Percent
2022,NB,Total,15 to 64 years,Unemployment,27.2,Persons in thousands
2022,NB,Total,15 to 64 years,Unemployment rate,7.1,Percent
2022,NB,Total,15 years and over,Employment,375.6,Persons in thousands
2022,NB,Total,15 years and over,Employment rate,56.1,Percent
2022,NB,Total,15 years and over,Full-time employment,322.9,Persons in thousands
2022,NB,Total,15 years and over,Labour force,404.7,Persons in thousands
2022,NB,Total,15 years and over,Not in labour force,264.3,Persons in thousands
2022,NB,Total,15 years and over,Part-time employment,52.7,Persons in thousands
2022,NB,Total,15 years and over,Participation rate,60.5,Percent
2022,NB,Total,15 years and over,Population,669.0,Persons in thousands
2022,NB,Total,15 years and over,Proportion employed full-time,86.0,Percent
2022,NB,Total,15 years and over,Proportion employed part-time,14.0,Percent
2022,NB,Total,15 years and over,Unemployment,29.1,Persons in thousands
2022,NB,Total,15 years and over,Unemployment rate,7.2,Percent
2022,NB,Total,25 to 54 years,Employment,235.8,Persons in thousands
2022,NB,Total,25 to 54 years,Employment rate,82.4,Percent
2022,NB,Total,25 to 54 years,Full-time employment,218.4,Persons in thousands
2022,NB,Total,25 to 54 years,Labour force,250.0,Persons in thousands
2022,NB,Total,25 to 54 years,Not in labour force,36.1,Persons in thousands
2022,NB,Total,25 to 54 years,Part-time employment,17.4,Persons in thousands
2022,NB,Total,25 to 54 years,Participation rate,87.4,Percent
2022,NB,Total,25 to 54 years,Population,286.1,Persons in thousands
2022,NB,Total,25 to 54 years,Proportion employed full-time,92.6,Percent
2022,NB,Total,25 to 54 years,Proportion employed part-time,7.4,Percent
2022,NB,Total,25 to 54 years,Unemployment,14.3,Persons in thousands
2022,NB,Total,25 to 54 years,Unemployment rate,5.7,Percent
2022,NL,Total,15 to 24 years,Employment,29.3,Persons in thousands
2022,NL,Total,15 to 24 years,Employment rate,53.8,Percent
2022,NL,Total,15 to 24 years,Full-time employment,14.9,Persons in thousands
2022,NL,Total,15 to 24 years,Labour force,34.3,Persons in thousands
2022,NL,Total,15 to 24 years,Not in labour force,20.1,Persons in thousands
2022,NL,Total,15 to 24 years,Part-time employment,14.5,Persons in thousands
2022,NL,Total,15 to 24 years,Participation rate,62.9,Percent
2022,NL,Total,15 to 24 years,Population,54.5,Persons in thousands
2022,NL,Total,15 to 24 years,Proportion employed full-time,50.9,Percent
2022,NL,Total,15 to 24 years,Proportion employed part-time,49.5,Percent
2022,NL,Total,15 to 24 years,Unemployment,5.0,Persons in thousands
2022,NL,Total,15 to 24 years,Unemployment rate,14.6,Percent
2022,NL,Total,15 to 64 years,Employment,222.0,Persons in thousands
2022,NL,Total,15 to 64 years,Employment rate,67.2,Percent
2022,NL,Total,15 to 64 years,Full-time employment,190.5,Persons in thousands
2022,NL,Total,15 to 64 years,Labour force,249.6,Persons in thousands
2022,NL,Total,15 to 64 years,Not in labour force,80.6,Persons in thousands
2022,NL,Total,15 to 64 years,Part-time employment,31.6,Persons in thousands
2022,NL,Total,15 to 64 years,Participation rate,75.6,Percent
2022,NL,Total,15 to 64 years,Population,330.2,Persons in thousands
2022,NL,Total,15 to 64 years,Proportion employed full-time,85.8,Percent
2022,NL,Total,15 to 64 years,Proportion employed part-time,14.2,Percent
2022,NL,Total,15 to 64 years,Unemployment,27.6,Persons in thousands
2022,NL,Total,15 to 64 years,Unemployment rate,11.1,Percent
2022,NL,Total,15 years and over,Employment,234.2,Persons in thousands
2022,NL,Total,15 years and over,Employment rate,51.7,Percent
2022,NL,Total,15 years and over,Full-time employment,198.7,Persons in thousands
2022,NL,Total,15 years and over,Labour force,264.1,Persons in thousands
2022,NL,Total,15 years and over,Not in labour force,189.3,Persons in thousands
2022,NL,Total,15 years and over,Part-time employment,35.5,Persons in thousands
2022,NL,Total,15 years and over,Participation rate,58.3,Percent
2022,NL,Total,15 years and over,Population,453.3,Persons in thousands
2022,NL,Total,15 years and over,Proportion employed full-time,84.8,Percent
2022,NL,Total,15 years and over,Proportion employed part-time,15.2,Percent
2022,NL,Total,15 years and over,Unemployment,29.9,Persons in thousands
2022,NL,Total,15 years and over,Unemployment rate,11.3,Percent
2022,NL,Total,25 to 54 years,Employment,149.8,Persons in thousands
2022,NL,Total,25 to 54 years,Employment rate,78.8,Percent
2022,NL,Total,25 to 54 years,Full-time employment,137.7,Persons in thousands
2022,NL,Total,25 to 54 years,Labour force,164.5,Persons in thousands
2022,NL,Total,25 to 54 years,Not in labour force,25.6,Persons in thousands
2022,NL,Total,25 to 54 years,Part-time employment,12.1,Persons in thousands
2022,NL,Total,25 to 54 years,Participation rate,86.5,Percent
2022,NL,Total,25 to 54 years,Population,190.1,Persons in thousands
2022,NL,Total,25 to 54 years,Proportion employed full-time,91.9,Percent
2022,NL,Total,25 to 54 years,Proportion employed part-time,8.1,Percent
2022,NL,Total,25 to 54 years,Unemployment,14.7,Persons in thousands
2022,NL,Total,25 to 54 years,Unemployment rate,8.9,Percent
2022,NS,Total,15 to 24 years,Employment,67.3,Persons in thousands
2022,NS,Total,15 to 24 years,Employment rate,60.6,Percent
2022,NS,Total,15 to 24 years,Full-time employment,39.3,Persons in thousands
2022,NS,Total,15 to 24 years,Labour force,76.0,Persons in thousands
2022,NS,Total,15 to 24 years,Not in labour force,35.0,Persons in thousands
2022,NS,Total,15 to 24 years,Part-time employment,28.0,Persons in thousands
2022,NS,Total,15 to 24 years,Participation rate,68.5,Percent
2022,NS,Total,15 to 24 years,Population,111.0,Persons in thousands
2022,NS,Total,15 to 24 years,Proportion employed full-time,58.4,Percent
2022,NS,Total,15 to 24 years,Proportion employed part-time,41.6,Percent
2022,NS,Total,15 to 24 years,Unemployment,8.7,Persons in thousands
2022,NS,Total,15 to 24 years,Unemployment rate,11.4,Percent
2022,NS,Total,15 to 64 years,Employment,464.6,Persons in thousands
2022,NS,Total,15 to 64 years,Employment rate,73.1,Percent
2022,NS,Total,15 to 64 years,Full-time employment,392.7,Persons in thousands
2022,NS,Total,15 to 64 years,Labour force,497.0,Persons in thousands
2022,NS,Total,15 to 64 years,Not in labour force,138.9,Persons in thousands
2022,NS,Total,15 to 64 years,Part-time employment,71.9,Persons in thousands
2022,NS,Total,15 to 64 years,Participation rate,78.2,Percent
2022,NS,Total,15 to 64 years,Population,635.8,Persons in thousands
2022,NS,Total,15 to 64 years,Proportion employed full-time,84.5,Percent
2022,NS,Total,15 to 64 years,Proportion employed part-time,15.5,Percent
2022,NS,Total,15 to 64 years,Unemployment,32.3,Persons in thousands
2022,NS,Total,15 to 64 years,Unemployment rate,6.5,Percent
2022,NS,Total,15 years and over,Employment,492.1,Persons in thousands
2022,NS,Total,15 years and over,Employment rate,57.7,Percent
2022,NS,Total,15 years and over,Full-time employment,408.5,Persons in thousands
2022,NS,Total,15 years and over,Labour force,526.6,Persons in thousands
2022,NS,Total,15 years and over,Not in labour force,326.1,Persons in thousands
2022,NS,Total,15 years and over,Part-time employment,83.6,Persons in thousands
2022,NS,Total,15 years and over,Participation rate,61.8,Percent
2022,NS,Total,15 years and over,Population,852.7,Persons in thousands
2022,NS,Total,15 years and over,Proportion employed full-time,83.0,Percent
2022,NS,Total,15 years and over,Proportion employed part-time,17.0,Percent
2022,NS,Total,15 years and over,Unemployment,34.5,Persons in thousands
2022,NS,Total,15 years and over,Unemployment rate,6.6,Percent
2022,NS,Total,25 to 54 years,Employment,305.7,Persons in thousands
2022,NS,Total,25 to 54 years,Employment rate,82.2,Percent
2022,NS,Total,25 to 54 years,Full-time employment,276.0,Persons in thousands
2022,NS,Total,25 to 54 years,Labour force,322.7,Persons in thousands
2022,NS,Total,25 to 54 years,Not in labour force,49.2,Persons in thousands
2022,NS,Total,25 to 54 years,Part-time employment,29.7,Persons in thousands
2022,NS,Total,25 to 54 years,Participation rate,86.8,Percent
2022,NS,Total,25 to 54 years,Population,371.9,Persons in thousands
2022,NS,Total,25 to 54 years,Proportion employed full-time,90.3,Percent
2022,NS,Total,25 to 54 years,Proportion employed part-time,9.7,Percent
2022,NS,Total,25 to 54 years,Unemployment,17.1,Persons in thousands
2022,NS,Total,25 to 54 years,Unemployment rate,5.3,Percent
2022,ON,Total,15 to 24 years,Employment,1015.2,Persons in thousands
2022,ON,Total,15 to 24 years,Employment rate,55.5,Percent
2022,ON,Total,15 to 24 years,Full-time employment,531.8,Persons in thousands
2022,ON,Total,15 to 24 years,Labour force,1146.1,Persons in thousands
2022,ON,Total,15 to 24 years,Not in labour force,683.9,Persons in thousands
2022,ON,Total,15 to 24 years,Part-time employment,483.5,Persons in thousands
2022,ON,Total,15 to 24 years,Participation rate,62.6,Percent
2022,ON,Total,15 to 24 years,Population,1829.9,Persons in thousands
2022,ON,Total,15 to 24 years,Proportion employed full-time,52.4,Percent
2022,ON,Total,15 to 24 years,Proportion employed part-time,47.6,Percent
2022,ON,Total,15 to 24 years,Unemployment,130.8,Persons in thousands
2022,ON,Total,15 to 24 years,Unemployment rate,11.4,Percent
2022,ON,Total,15 to 64 years,Employment,7378.8,Persons in thousands
2022,ON,Total,15 to 64 years,Employment rate,74.6,Percent
2022,ON,Total,15 to 64 years,Full-time employment,6179.5,Persons in thousands
2022,ON,Total,15 to 64 years,Labour force,7818.4,Persons in thousands
2022,ON,Total,15 to 64 years,Not in labour force,2078.2,Persons in thousands
2022,ON,Total,15 to 64 years,Part-time employment,1199.4,Persons in thousands
2022,ON,Total,15 to 64 years,Participation rate,79.0,Percent
2022,ON,Total,15 to 64 years,Population,9896.6,Persons in thousands
2022,ON,Total,15 to 64 years,Proportion employed full-time,83.7,Percent
2022,ON,Total,15 to 64 years,Proportion employed part-time,16.3,Percent
2022,ON,Total,15 to 64 years,Unemployment,439.6,Persons in thousands
2022,ON,Total,15 to 64 years,Unemployment rate,5.6,Percent
2022,ON,Total,15 years and over,Employment,7764.1,Persons in thousands
2022,ON,Total,15 years and over,Employment rate,61.8,Percent
2022,ON,Total,15 years and over,Full-time employment,6411.1,Persons in thousands
2022,ON,Total,15 years and over,Labour force,8221.5,Persons in thousands
2022,ON,Total,15 years and over,Not in labour force,4346.9,Persons in thousands
2022,ON,Total,15 years and over,Part-time employment,1353.0,Persons in thousands
2022,ON,Total,15 years and over,Participation rate,65.4,Percent
2022,ON,Total,15 years and over,Population,12568.4,Persons in thousands
2022,ON,Total,15 years and over,Proportion employed full-time,82.6,Percent
2022,ON,Total,15 years and over,Proportion employed part-time,17.4,Percent
2022,ON,Total,15 years and over,Unemployment,457.4,Persons in thousands
2022,ON,Total,15 years and over,Unemployment rate,5.6,Percent
2022,ON,Total,25 to 54 years,Employment,5062.6,Persons in thousands
2022,ON,Total,25 to 54 years,Employment rate,83.8,Percent
2022,ON,Total,25 to 54 years,Full-time employment,4546.7,Persons in thousands
2022,ON,Total,25 to 54 years,Labour force,5307.6,Persons in thousands
2022,ON,Total,25 to 54 years,Not in labour force,732.7,Persons in thousands
2022,ON,Total,25 to 54 years,Part-time employment,515.9,Persons in thousands
2022,ON,Total,25 to 54 years,Participation rate,87.9,Percent
2022,ON,Total,25 to 54 years,Population,6040.2,Persons in thousands
2022,ON,Total,25 to 54 years,Proportion employed full-time,89.8,Percent
